[44242420,1,0,3,0,1,0]
[44242421,2,1,10,3,3,0]
[44242422,2,0,7,0,1,1]
[44242423,1,0,4,0,2,0]
[44242424,1,0,4,0,2,0]
[44242425,1,0,4,0,1,0]
[44242426,0,0,3,0,3,0]
[44242427,1,1,5,3,1,0]
[44242428,1,0,3,0,0,0]
[44242429,1,1,5,1,2,0]
[44242430,1,0,8,3,3,1]
[44242431,0,0,0,0,0,0]
[44242432,0,0,2,0,0,0]
[44242433,0,0,1,0,0,0]
[44242434,0,0,0,0,0,0]
[44242435,0,0,2,1,0,0]
[44242436,0,0,2,0,0,0]
[44242437,0,0,1,1,0,0]
[44242438,0,0,1,0,1,0]
[44242439,1,0,4,2,0,0]
[44242440,0,0,0,0,1,0]
[44242441,0,0,1,0,0,0]
[44242442,0,0,1,0,0,0]
[44242443,0,0,1,1,1,0]
[44242444,0,0,0,0,1,0]
[44242445,0,0,2,0,1,0]
[44242446,0,0,1,0,0,0]
[44242457,0,0,0,0,0,0]
[44242462,0,0,0,0,0,0]
[44242463,0,0,2,0,0,0]
[44242465,0,0,1,0,0,0]
[44242486,0,0,0,0,0,0]
[44242487,0,0,0,0,0,0]
[44242488,0,0,0,0,0,0]
[44242489,0,0,0,0,0,0]
[44242490,0,0,0,0,0,0]
[44242502,2,0,4,0,2,0]
[44242507,0,0,0,0,0,0]
[44242508,1,0,0,0,3,4]
[44242509,1,1,0,0,3,5]
[44242511,1,0,0,0,1,0]
[44242512,1,1,0,0,1,1]
[44242514,1,0,0,0,2,1]
[44242536,0,0,1,0,0,0]
[44242540,0,0,4,6,3,2]
[44242541,0,0,4,5,3,1]
[44242549,0,0,1,1,1,1]
[44242550,0,0,1,1,0,0]
[44242551,0,0,2,2,2,4]
[44242560,1,1,4,4,2,2]
[44242567,2,0,3,0,1,0]
[44242568,2,1,5,1,1,0]
[44242575,0,0,0,0,0,0]
[44242577,0,0,0,0,1,0]
[44242578,0,0,0,0,0,0]
[44242579,0,0,1,0,1,0]
[44242580,0,0,0,0,0,0]
[44242581,0,0,0,0,0,0]
[44242582,0,0,0,0,0,0]
[44242583,0,0,1,1,1,0]
[44242584,0,0,0,0,0,0]
[44242586,0,0,1,1,1,0]
[44242587,0,0,7,1,4,4]
[44242588,0,0,3,0,1,0]
[44242589,0,0,1,0,1,0]
[44242594,0,0,0,0,0,0]
[44242602,0,0,0,0,1,0]
[44242613,0,0,3,2,2,1]
[44242614,1,0,3,3,3,1]
[44242624,0,0,0,0,0,0]
[44242626,0,0,0,0,0,0]
[44242627,0,0,8,1,4,4]
[44242628,0,0,1,1,2,0]
[44242629,0,0,0,0,1,0]
[44242630,0,0,6,1,2,0]
[44242631,0,0,3,0,0,0]
[44242632,0,0,6,1,1,0]
[44242633,0,0,6,1,0,0]
[44242638,1,0,10,2,2,0]
[44242667,2,0,9,0,3,3]
[44242668,1,0,2,0,2,0]
[44242670,2,0,8,0,3,1]
[44242671,0,0,3,0,2,1]
[44242672,1,0,9,1,3,3]
[44242673,1,0,9,1,3,1]
[44242674,1,0,9,2,3,0]
[44242675,1,0,9,4,3,0]
[44242676,0,0,8,4,3,0]
[44242677,0,0,2,1,1,0]
[44242678,0,0,1,0,0,0]
[44242680,0,0,2,0,0,0]
[44242691,0,0,1,0,2,0]
[44242696,0,0,2,0,1,0]
[44242698,0,0,7,4,4,0]
[44242699,0,0,8,19,4,4]
[44242723,0,0,1,1,1,1]
[44242744,0,0,1,1,1,0]
[44242747,2,1,2,0,1,0]
[44242748,2,0,7,0,1,0]
[44242762,0,0,0,0,0,0]
[44242787,7,4,8,3,1,1]
[44242788,4,2,16,16,3,2]
[44242789,9,4,19,14,1,0]
[44242790,2,3,6,2,1,1]
[44242791,0,0,1,0,0,0]
[44242792,0,0,1,1,0,0]
[44242793,2,0,8,0,3,1]
[44242795,0,0,2,0,0,0]
[44242810,2,0,8,2,1,1]
[44242811,1,1,6,1,2,0]
[44242812,0,0,3,0,0,0]
[44242813,0,0,2,0,0,0]
[44242826,8,6,20,14,1,0]
[44242832,3,3,2,0,0,0]
[44242833,7,7,18,8,1,1]
[44242960,0,0,2,0,0,0]
[44242961,0,0,0,0,0,0]
[44242962,0,0,0,0,0,0]
[44242963,0,0,2,0,0,0]
[44242964,0,0,2,0,0,0]
[44242965,0,0,0,0,0,0]
[44242970,0,0,1,0,1,0]
[44242971,7,7,19,11,1,0]
[44242972,3,5,2,0,0,0]
[44242976,1,0,4,1,0,0]
[44242978,0,0,0,0,0,0]
[44242979,0,0,0,0,0,0]
[44242980,0,0,1,1,0,0]
[44242987,0,0,0,0,0,0]
[44242993,2,0,6,0,0,0]
[44242997,3,0,4,0,2,0]
[44242999,0,0,0,0,0,0]
[44243000,0,0,0,0,0,0]
[44243001,0,0,0,0,0,0]
[44243002,0,0,1,0,1,0]
[44243003,0,0,1,0,1,0]
[44243004,0,0,1,0,1,0]
[44243005,0,0,0,0,1,0]
[44243011,0,0,0,0,1,1]
[44243017,0,0,1,0,2,0]
[44243020,0,0,0,0,0,0]
[44243023,0,0,1,0,0,0]
[44243024,0,0,1,0,0,0]
[44243025,1,1,1,1,1,1]
[44243028,0,0,7,3,4,2]
[44243029,0,0,5,8,2,0]
[44243030,0,0,8,6,4,0]
[44243031,0,0,2,0,1,1]
[44243034,0,0,0,0,0,0]
[44243035,0,0,8,16,4,1]
[44243041,1,0,7,0,2,2]
[44243044,0,0,0,0,0,0]
[44243048,8,4,8,5,1,0]
[44243049,7,14,18,9,1,0]
[44243052,0,0,1,0,0,0]
[44243056,2,0,11,0,2,0]
[44243057,0,0,0,0,0,0]
[0,0,0,0,0,0,0]
[0,0,0,0,0,0,0]
[0,0,0,0,0,0,0]
[0,0,0,0,0,0,0]
[0,0,0,0,0,0,0]
