44237676,0,0,0,0,0,0
44238878,0,0,2,2,1,3
44241502,1,0,4,0,3,0
44241503,1,0,6,0,3,0
44241552,0,0,0,0,0,0
44241553,0,0,0,0,0,0
44241557,0,0,0,0,0,0
44241563,0,0,0,0,0,0
44241565,0,0,0,0,0,0
44241568,0,0,0,0,0,0
44241591,1,0,3,8,0,0
44241596,1,0,3,3,0,0
44241761,0,0,0,0,0,0
44241762,4,1,3,1,0,0
44241763,2,0,3,0,0,0
44241764,2,0,3,0,0,0
44241765,0,0,0,0,0,0
44241766,0,0,0,0,0,0
44241783,2,0,1,0,0,0
44241784,1,0,0,0,0,0
44241785,1,0,0,0,0,0
44241786,0,0,0,0,0,0
44241787,1,1,0,0,0,0
44241788,0,0,0,0,0,0
44241791,0,0,0,0,0,0
44241792,1,0,4,0,3,0
44241799,0,0,0,0,0,0
44241800,0,0,0,0,1,0
44241801,0,0,0,0,0,0
44241802,0,0,0,0,1,0
44241803,0,0,0,0,0,0
44241804,0,0,0,0,1,0
44241805,0,0,0,0,1,0
44241806,0,0,0,0,0,0
44241807,0,0,0,0,0,0
44241808,0,0,0,0,1,0
44241809,0,0,0,0,0,0
44241814,0,0,0,0,0,0
44241815,0,0,0,0,0,0
44241816,0,0,0,0,0,0
44241817,0,0,0,0,0,0
44241818,1,0,0,0,0,0
44241820,1,0,0,0,0,0
44241821,0,0,0,0,0,0
44241822,0,0,0,0,1,1
44241823,1,0,0,0,0,0
44241824,0,0,0,0,0,0
44241825,0,0,0,0,1,1
44241828,1,0,0,0,1,0
44241840,0,0,0,0,0,0
44241841,0,0,0,0,0,0
44241843,0,0,0,0,0,0
44241844,1,0,0,0,0,0
44241851,2,4,0,0,0,0
44241863,1,0,0,0,0,0
44241864,4,1,3,1,0,0
44241865,5,2,8,1,1,0
44241866,3,0,4,2,2,0
44241867,0,0,0,0,0,0
44241868,2,1,2,0,1,0
44241869,1,0,0,0,0,0
44241870,1,0,2,0,0,0
44241871,2,0,2,0,1,0
44241872,4,4,5,3,1,0
44241873,0,0,0,0,0,0
44241874,11,2,15,8,1,2
44241875,6,4,8,0,2,0
44241876,4,2,4,3,1,0
44241877,1,0,1,0,0,0
44241878,0,0,0,0,0,0
44241888,0,0,0,0,3,3
44241908,0,0,0,0,0,0
44241911,2,0,2,0,0,0
44241929,0,0,1,0,0,0
44241930,6,2,8,2,2,0
44241931,11,6,14,15,1,1
44241932,3,2,6,0,1,0
44241933,1,0,2,0,0,0
44241934,3,9,6,6,0,0
44241935,1,2,3,9,0,0
44241936,1,0,3,0,0,0
44241937,0,0,0,0,0,0
44241938,0,0,0,0,0,0
44241939,1,0,3,0,0,0
44241940,1,0,3,0,0,0
44241977,0,0,0,0,0,0
44241978,0,0,0,0,0,0
44241979,0,0,0,0,0,0
44241981,1,0,1,0,0,0
44241986,2,0,0,0,0,0
44241987,1,0,0,0,0,0
44241988,0,0,0,0,0,0
44241991,2,2,0,0,0,0
44241992,2,1,0,0,0,0
44241993,2,2,0,0,0,0
44241994,2,0,0,0,0,0
44241995,2,1,0,0,0,0
44241996,1,0,0,0,0,0
44242002,0,0,1,0,1,1
44242006,0,0,0,0,0,0
44242007,1,1,3,0,0,0
44242008,0,0,0,0,0,0
44242009,0,0,0,0,0,0
44242010,1,0,0,0,0,0
44242011,1,1,0,0,0,0
44242012,1,0,0,0,0,0
44242013,0,0,0,0,0,0
44242014,0,0,0,0,0,0
44242015,0,0,0,0,0,0
44242016,1,0,0,0,0,0
44242017,2,2,2,0,1,0
44242019,1,0,0,0,1,0
44242020,1,0,1,0,0,0
44242021,0,0,0,0,0,0
44242022,0,0,0,0,0,0
44242023,1,0,0,0,1,0
44242024,1,0,0,0,0,0
44242025,1,0,0,0,0,0
44242026,0,0,0,0,0,0
44242027,0,0,0,0,0,0
44242028,0,0,0,0,0,0
44242054,0,0,0,0,0,0
44242055,0,0,0,0,0,0
44242056,0,0,0,0,0,0
44242057,1,0,0,0,0,0
44242058,1,0,0,0,1,0
44242059,1,1,0,0,1,1
44242060,1,0,0,0,1,0
44242061,0,0,0,0,0,0
44242062,0,0,0,0,0,0
44242063,0,0,0,0,0,0
44242065,0,0,3,2,0,0
44242066,1,0,2,0,0,0
44242067,4,0,7,0,3,0
44242068,0,0,0,0,0,0
44242070,1,0,0,0,1,1
44242071,2,0,5,0,3,0
44242072,0,0,0,0,0,0
44242073,0,0,0,0,0,0
44242074,0,0,0,0,0,0
44242075,0,0,0,0,0,0
44242076,2,0,6,1,2,1
44242077,0,0,1,0,3,0
44242082,0,0,1,0,0,0
44242083,0,0,1,0,0,0
44242084,0,0,0,0,0,0
44242085,0,0,1,0,0,0
44242089,0,0,0,0,0,0
44242091,2,0,3,0,0,0
44242092,2,2,3,0,0,0
44242093,1,0,0,0,0,0
44242104,1,0,3,0,1,0
44242105,1,0,1,0,0,0
44242107,1,0,0,0,0,0
44242108,1,0,0,0,0,0
44242125,0,0,0,0,0,0
44242126,0,0,0,0,0,0
44242133,0,0,0,0,0,0
44242134,1,0,0,0,0,0
44242135,1,0,0,0,0,0
44242136,0,0,0,0,0,0
44242138,0,0,0,0,0,0
44242139,1,0,0,0,0,0
44242150,0,0,0,0,0,0
44242151,0,0,0,0,0,0
44242152,0,0,0,0,0,0
44242219,0,0,0,0,0,0
44242220,0,0,0,0,0,0
44242221,0,0,0,0,0,0
44242242,0,0,0,0,0,0
44242243,0,0,0,0,0,0
44242244,1,0,0,0,0,0
44242247,0,0,0,0,0,0
44242248,0,0,0,0,0,0
44242260,1,0,0,0,0,0
44242261,1,0,0,0,0,0
44242262,0,0,0,0,0,0
44242263,1,0,0,0,0,0
44242264,1,0,0,0,0,0
44242279,0,0,0,0,0,0
44242281,1,1,0,0,0,0
44242282,1,1,0,0,0,0
44242283,1,0,0,0,0,0
44242284,1,1,0,0,0,0
44242285,1,1,0,0,1,0
44242286,1,1,0,0,1,0
44242287,1,0,0,0,1,0
44242300,0,0,0,0,0,0
44242301,1,0,0,0,0,0
44242304,3,3,3,2,1,1
44242305,3,0,4,0,1,0
44242306,4,1,5,1,0,0
44242307,3,2,3,0,1,0
44242315,0,0,3,2,0,0
44242316,1,1,3,6,0,0
44242317,1,1,3,3,0,0
44242334,0,0,4,2,0,0
44242335,1,1,6,8,0,0
44242336,2,2,6,1,1,1
44242337,2,2,6,9,1,1
44242358,10,5,14,9,1,1
44242359,11,8,16,17,1,3
44242360,5,3,12,8,1,3
44242361,7,1,8,10,1,2
44242362,11,6,14,17,1,0
44242366,1,0,0,0,0,0
44242376,1,0,6,0,2,1
44242377,1,1,0,0,1,0
44242378,0,0,0,0,1,0
44242379,0,0,0,0,0,0
44242380,1,0,0,0,0,0
44242388,1,0,0,0,0,0
44242389,0,0,0,0,0,0
44242390,0,0,0,0,1,0
44242391,1,1,0,0,1,0
