44237676,0,0,0,0,2,2
44238878,0,0,3,3,1,3
44241502,1,0,13,1,3,0
44241503,0,0,12,0,4,1
44241552,1,0,1,0,0,0
44241553,1,0,1,0,0,0
44241557,0,0,0,0,0,0
44241563,0,0,0,0,0,0
44241565,0,0,2,0,0,0
44241568,1,1,3,1,0,0
44241591,3,11,2,14,1,1
44241596,3,6,2,8,1,0
44241761,2,1,0,0,0,0
44241762,3,0,1,0,0,0
44241763,4,1,3,0,1,0
44241764,3,0,3,0,1,0
44241765,1,2,0,0,0,0
44241766,0,0,0,0,0,0
44241783,0,0,0,0,0,0
44241784,2,0,2,1,0,0
44241785,0,0,3,3,0,0
44241786,0,0,1,1,0,0
44241787,2,0,2,1,0,0
44241788,1,0,1,0,0,0
44241791,1,1,3,3,0,0
44241792,1,0,13,3,3,0
44241799,1,0,0,0,0,0
44241800,1,0,2,0,0,0
44241801,0,0,0,0,0,0
44241802,1,0,2,0,0,0
44241803,0,0,0,0,0,0
44241804,1,0,1,1,0,0
44241805,1,4,0,0,0,0
44241806,2,0,0,0,0,0
44241807,2,0,0,0,0,0
44241808,2,0,0,0,0,0
44241809,0,0,0,0,0,0
44241814,2,0,0,0,0,0
44241815,0,0,0,0,0,0
44241816,0,0,0,0,0,0
44241817,0,0,0,0,0,0
44241818,0,0,1,0,1,0
44241820,1,0,2,0,0,0
44241821,0,0,2,1,1,0
44241822,0,0,1,0,2,2
44241823,0,0,0,0,0,0
44241824,0,0,0,0,0,0
44241825,0,0,2,0,2,2
44241828,0,0,0,0,1,0
44241840,0,0,0,0,0,0
44241841,0,0,1,0,0,0
44241843,0,0,3,0,1,0
44241844,0,0,3,1,0,0
44241851,1,0,1,1,0,0
44241863,2,0,1,0,0,0
44241864,3,1,1,0,0,0
44241865,9,0,14,8,0,0
44241866,5,0,5,0,0,0
44241867,1,0,0,0,0,0
44241868,6,2,6,2,0,0
44241869,0,0,2,0,0,0
44241870,0,0,5,0,0,0
44241871,1,0,3,1,0,0
44241872,5,4,7,3,0,0
44241873,1,0,0,0,0,0
44241874,14,6,19,10,1,0
44241875,10,2,14,5,0,0
44241876,5,4,7,3,0,0
44241877,2,0,1,0,0,0
44241878,1,0,0,0,0,0
44241888,0,0,0,0,4,1
44241908,0,0,4,1,2,0
44241911,0,0,1,0,2,0
44241929,1,0,2,0,0,0
44241930,10,0,14,6,0,0
44241931,14,7,18,14,1,0
44241932,5,0,10,2,0,0
44241933,2,0,3,0,0,0
44241934,4,8,1,1,0,0
44241935,3,11,2,9,1,2
44241936,3,0,2,0,1,0
44241937,1,0,0,0,0,0
44241938,1,2,0,0,0,0
44241939,3,2,2,0,1,0
44241940,3,3,2,0,1,0
44241977,0,0,1,0,0,0
44241978,0,0,0,0,0,0
44241979,0,0,0,0,0,0
44241981,2,0,4,1,0,0
44241986,1,0,0,0,0,0
44241987,0,0,0,0,0,0
44241988,0,0,0,0,0,0
44241991,1,0,0,0,0,0
44241992,0,0,0,0,0,0
44241993,0,0,0,0,0,0
44241994,0,0,0,0,0,0
44241995,0,0,0,0,0,0
44241996,0,0,0,0,0,0
44242002,4,0,7,0,1,0
44242006,0,0,0,0,0,0
44242007,2,0,5,2,1,0
44242008,0,0,0,0,0,0
44242009,0,0,0,0,0,0
44242010,0,0,0,0,0,0
44242011,0,0,0,0,0,0
