inhabitant0,3747.486632446616
inhabitant1,1771.5028300413012
inhabitant2,2810.5748083863496
inhabitant3,3728.9019561978585
inhabitant4,4074.01485616366
inhabitant5,1554.1494511479384
inhabitant6,1489.3488436146893
inhabitant7,2996.502920432577
inhabitant8,2200.436166783301
inhabitant9,3595.991570562212
inhabitant10,820.0616701276566
inhabitant11,0.0
inhabitant12,44.868094975372735
inhabitant13,3380.6206208457356
inhabitant14,260.75517304226895
inhabitant15,1075.6484776295542
inhabitant16,0.0
inhabitant17,2111.5293952774828
inhabitant18,81.04622216627868
inhabitant19,1655.2431170362238
inhabitant20,0.0
inhabitant21,0.0
inhabitant22,91.59234004213121
inhabitant23,1683.821290059371
inhabitant24,0.0
inhabitant25,907.2694319708804
inhabitant26,0.0
inhabitant27,0.0
inhabitant28,610.9982069485983
inhabitant29,1067.4572164194662
inhabitant30,0.0
inhabitant31,0.0
inhabitant32,0.0
inhabitant33,0.0
inhabitant34,0.0
inhabitant35,0.0
inhabitant36,0.0
inhabitant37,0.0
inhabitant38,0.0
inhabitant39,0.0
inhabitant40,0.0
inhabitant41,0.0
inhabitant42,0.0
inhabitant43,0.0
inhabitant44,0.0
inhabitant45,0.0
inhabitant46,0.0
inhabitant47,0.0
inhabitant48,0.0
regionalvisitor0,3300.656206803462
regionalvisitor1,6050.062997530423
regionalvisitor2,1561.9217563602233
regionalvisitor3,2353.2098806897416
regionalvisitor4,3466.68255050938
regionalvisitor5,5007.486289519528
regionalvisitor6,3130.9612194170168
regionalvisitor7,1871.515447331289
regionalvisitor8,639.513442648586
regionalvisitor9,1691.808622769818
regionalvisitor10,2142.17759280842
regionalvisitor11,3267.9070131751128
regionalvisitor12,2695.193687901562
regionalvisitor13,2253.189374783843
regionalvisitor14,1407.3232294894476
regionalvisitor15,1305.1383496629871
regionalvisitor16,5622.287187612911
regionalvisitor17,1800.1550307270704
regionalvisitor18,914.2491477944502
regionalvisitor19,279.96542927981784
regionalvisitor20,3192.136447166128
regionalvisitor21,512.4188539012905
regionalvisitor22,842.6401833223341
regionalvisitor23,2543.590632316827
regionalvisitor24,0.0
regionalvisitor25,1154.8575688712565
regionalvisitor26,2421.685090293578
regionalvisitor27,2305.6545167771665
regionalvisitor28,0.0
regionalvisitor29,0.0
regionalvisitor30,1043.4992333265488
regionalvisitor31,3390.122298058665
regionalvisitor32,403.5200129572248
regionalvisitor33,260.75517304226895
regionalvisitor34,0.0
regionalvisitor35,869.6661685200446
regionalvisitor36,2896.0489398344967
regionalvisitor37,0.0
regionalvisitor38,62.02935188845021
regionalvisitor39,1575.764385281115
regionalvisitor40,132.45167681035002
regionalvisitor41,935.1316920995939
regionalvisitor42,0.0
regionalvisitor43,0.0
regionalvisitor44,0.0
regionalvisitor45,0.0
regionalvisitor46,1556.9803892571035
regionalvisitor47,0.0
regionalvisitor48,2001.81327759658
regionalvisitor49,0.0
regionalvisitor50,1721.9848347716922
regionalvisitor51,0.0
regionalvisitor52,0.0
regionalvisitor53,0.0
regionalvisitor54,0.0
regionalvisitor55,0.0
regionalvisitor56,0.0
regionalvisitor57,0.0
regionalvisitor58,0.0
regionalvisitor59,0.0
regionalvisitor60,418.4760203032343
regionalvisitor61,0.0
regionalvisitor62,0.0
regionalvisitor63,0.0
regionalvisitor64,0.0
regionalvisitor65,0.0
regionalvisitor66,0.0
regionalvisitor67,0.0
regionalvisitor68,0.0
regionalvisitor69,0.0
regionalvisitor70,0.0
regionalvisitor71,165.67502835952453
regionalvisitor72,0.0
regionalvisitor73,0.0
regionalvisitor74,0.0
regionalvisitor75,0.0
regionalvisitor76,0.0
regionalvisitor77,0.0
regionalvisitor78,0.0
regionalvisitor79,0.0
regionalvisitor80,0.0
regionalvisitor81,0.0
regionalvisitor82,0.0
regionalvisitor83,0.0
regionalvisitor84,0.0
regionalvisitor85,0.0
regionalvisitor86,0.0
regionalvisitor87,0.0
regionalvisitor88,0.0
regionalvisitor89,0.0
regionalvisitor90,0.0
othervisitor0,1929.5587380609759
othervisitor1,4574.861102493751
othervisitor2,398.33601346846507
othervisitor3,0.0
othervisitor4,0.0
othervisitor5,3546.4638669785722
othervisitor6,0.0
othervisitor7,2299.770663011767
othervisitor8,2508.6224962949063
othervisitor9,1638.9679951311643
othervisitor10,0.0
othervisitor11,0.0
