inhabitant0,2752.971019978152
inhabitant1,4170.60803765775
inhabitant2,3448.6344283278895
inhabitant3,1028.1986656143915
inhabitant4,5292.513327630955
inhabitant5,3031.2030194699314
inhabitant6,0.0
inhabitant7,165.67502835952453
inhabitant8,0.0
inhabitant9,3868.359643361219
inhabitant10,2729.6154515084327
inhabitant11,603.5524357891293
inhabitant12,1426.895152475689
inhabitant13,4532.230549262482
inhabitant14,1633.9093336171063
inhabitant15,1308.9406816878557
inhabitant16,0.0
inhabitant17,1843.4960011809578
inhabitant18,340.8168930119231
inhabitant19,787.8801763792495
inhabitant20,1650.7842103634746
inhabitant21,497.8628872528322
inhabitant22,0.0
inhabitant23,0.0
inhabitant24,1827.8827882453697
inhabitant25,1530.502467008579
inhabitant26,0.0
inhabitant27,0.0
inhabitant28,1254.149976842098
inhabitant29,1022.9407940063826
inhabitant30,0.0
inhabitant31,0.0
inhabitant32,0.0
inhabitant33,0.0
inhabitant34,0.0
inhabitant35,0.0
inhabitant36,0.0
inhabitant37,0.0
inhabitant38,0.0
inhabitant39,463.23275377447084
inhabitant40,0.0
inhabitant41,0.0
inhabitant42,0.0
inhabitant43,0.0
inhabitant44,0.0
inhabitant45,0.0
inhabitant46,0.0
inhabitant47,0.0
inhabitant48,0.0
regionalvisitor0,5887.35496404443
regionalvisitor1,2489.1660988862213
regionalvisitor2,4340.172537831091
regionalvisitor3,1361.3657477989602
regionalvisitor4,695.7451635147831
regionalvisitor5,4003.111507065807
regionalvisitor6,3210.753630515572
regionalvisitor7,4655.150630655713
regionalvisitor8,4819.728857850601
regionalvisitor9,2747.3274515936773
regionalvisitor10,0.0
regionalvisitor11,337.2452671620624
regionalvisitor12,0.0
regionalvisitor13,695.7451635147831
regionalvisitor14,0.0
regionalvisitor15,3904.984029536849
regionalvisitor16,1786.0008643386757
regionalvisitor17,1355.6959432523367
regionalvisitor18,1421.2329110168826
regionalvisitor19,2859.3486741132965
regionalvisitor20,0.0
regionalvisitor21,1863.2030711035259
regionalvisitor22,0.0
regionalvisitor23,586.127595465817
regionalvisitor24,1011.3106319850684
regionalvisitor25,0.0
regionalvisitor26,0.0
regionalvisitor27,2055.0531574966617
regionalvisitor28,0.0
regionalvisitor29,2291.2866154353073
regionalvisitor30,0.0
regionalvisitor31,0.0
regionalvisitor32,6011.622551923181
regionalvisitor33,0.0
regionalvisitor34,0.0
regionalvisitor35,478.493109752758
regionalvisitor36,1268.8646849096292
regionalvisitor37,1125.4135505710415
regionalvisitor38,0.0
regionalvisitor39,0.0
regionalvisitor40,1493.5181334177257
regionalvisitor41,44.868094975372735
regionalvisitor42,443.28072417509793
regionalvisitor43,0.0
regionalvisitor44,0.0
regionalvisitor45,0.0
regionalvisitor46,2533.4895452327305
regionalvisitor47,0.0
regionalvisitor48,0.0
regionalvisitor49,0.0
regionalvisitor50,0.0
regionalvisitor51,279.96542927981784
regionalvisitor52,3143.5402532479316
